OrgSpringRank,OrgID,OrgLocationCountry,OrgLocationDetails,OrgName,OrgType
2.0922265254016046,https://ror.org/003qdfg20,JP,Tokyo,Soka University,education
2.0589998556856473,https://ror.org/03paakw30,JP,Makurazaki,Jiseikai Welfare Kyusyu Hospital,healthcare
1.8723843515764758,https://ror.org/00wejpz79,JP,Katō,Hyogo University of Teacher Education,education
1.8697115468923826,https://ror.org/01h7cca57,JP,Sapporo,Sapporo Medical University,education
1.790620563682092,https://ror.org/05hfpw879,JP,Chiba,Chiba Institute of Science,education
1.6038157395992034,https://ror.org/03b657f73,JP,Kōryō Chō,Kio University,education
1.6038157395992034,https://ror.org/051smb947,JP,Nagasaki,Nagasaki Institute of Applied Science,education
1.4826379419055897,https://ror.org/054dx8336,JP,Takizawa,Iwate Prefectural University,education
1.3598648149054113,https://ror.org/0372t5741,JP,Gifu-shi,Gifu Pharmaceutical University,education
1.2825770720310559,https://ror.org/057zh3y96,JP,Tokyo,The University of Tokyo,education
1.2698697905912655,https://ror.org/02kpeqv85,JP,Kyoto,Kyoto University,education
1.2353728055835913,https://ror.org/0516ah480,JP,Hayama,"The Graduate University for Advanced Studies, SOKENDAI",education
1.2089414476253109,https://ror.org/035t8zc32,JP,Osaka,Osaka University,education
1.1764062792092933,https://ror.org/057jm7w82,JP,Hachiōji,Tokyo University of Pharmacy and Life Sciences,education
1.1346134668912748,https://ror.org/0112mx960,JP,Tokyo,Tokyo Institute of Technology,education
1.1209458313694338,https://ror.org/03frj4r98,JP,Nomi Shi,Japan Advanced Institute of Science and Technology,education
1.1095027161690558,https://ror.org/02pg0e883,JP,Fukushima,University of Aizu,education
1.0926390093326324,https://ror.org/01dq60k83,JP,Sendai,Tohoku University,education
1.0846424009651934,https://ror.org/024yc3q36,JP,Tottori,Tottori University,education
1.0236513561968164,https://ror.org/01k8ej563,JP,Tokyo,Keio University Hospital,healthcare
1.0069282939653363,https://ror.org/02kn6nx58,JP,Tokyo,Keio University,education
1.0065074874562185,https://ror.org/01y2kdt21,JP,Takatsuki,Osaka Medical and Pharmaceutical University,education
0.9888719080311053,https://ror.org/00ws30h19,JP,Tokyo,Tokyo Metropolitan University,education
0.9837592130844406,https://ror.org/04d139241,JP,Nagoya,Tokai National Higher Education and Research System,education
0.9682503169449664,https://ror.org/01zwcys39,JP,Tokyo,Meiji Gakuin University,education
0.952080021871159,https://ror.org/02e16g702,JP,Sapporo,Hokkaido University,education
0.951003282171137,https://ror.org/05nq89q24,JP,Osaka,Institute for Fermentation,other
0.9070943735871607,https://ror.org/03kb7hq55,JP,Kurume,Kurume Institute of Technology,education
0.9070943735871607,https://ror.org/04xtvq436,JP,Kurashiki,Kurashiki University of Science and the Arts,education
0.872570840480056,https://ror.org/00p4k0j84,JP,Fukuoka,Kyushu University,education
0.8701175232910635,https://ror.org/03tgsfw79,JP,Kobe,Kobe University,education
0.8674661793014106,https://ror.org/0504dfg48,JP,Sendai,Tohoku Gakuin University,education
0.8530105957698711,https://ror.org/05bhada84,JP,Ikoma,Nara Institute of Science and Technology,education
0.8523428815616559,https://ror.org/00ntfnx83,JP,Tokyo,Waseda University,education
0.8309473684201603,https://ror.org/00rghrr56,JP,Kochi,Kochi University of Technology,education
0.790980582945219,https://ror.org/051k3eh31,JP,Tokyo,Tokyo Medical and Dental University,education
0.7895612286021515,https://ror.org/02956yf07,JP,Tsukuba,University of Tsukuba,education
0.7449017354333242,https://ror.org/01wqrpc44,JP,Fukuoka,Kyushu Sangyo University,education
0.7339534938669366,https://ror.org/00965ax52,JP,Kyoto,Kyoto Institute of Technology,education
0.7257519183963769,https://ror.org/05kt9ap64,JP,Osaka,Kindai University,education
0.7231993255452682,https://ror.org/05kzadn81,JP,Nara-shi,Nara Women's University,education
0.7043672650997344,https://ror.org/01hjzeq58,JP,Chiba,Chiba University,education
0.6960234050063612,https://ror.org/00qg0kr10,JP,Tokyo,Tokyo University of Agriculture and Technology,education
0.6887915124286782,https://ror.org/00ys1hz88,JP,Nagaoka,Nagaoka University of Technology,education
0.6838167777151498,https://ror.org/02pc6pc55,JP,Okayama,Okayama University,education
0.6773002050997734,https://ror.org/03599d813,JP,Tokyo,Ochanomizu University,education
0.6757813816557998,https://ror.org/0447kww10,JP,Miyazaki,University of Miyazaki,education
0.6745325064576816,https://ror.org/02evnh647,JP,Saitama,Saitama University,education
0.6731495204642307,https://ror.org/00wzjq897,JP,Sagamihara,Azabu University,education
0.6662912814178436,https://ror.org/02cgss904,JP,Kumamoto,Kumamoto University,education
0.6572857449467866,https://ror.org/03s2gs602,JP,Kurashiki,Kawasaki University of Medical Welfare,education
0.6485846866621138,https://ror.org/01nckkm68,JP,Tokyo,Sophia University,education
0.6390668939601082,https://ror.org/02x73b849,JP,Tokyo,University of Electro-Communications,education
0.6175261238441248,https://ror.org/01fxdkm29,JP,Kyoto,Doshisha University,education
0.6158622958078023,https://ror.org/047n0b268,JP,Nagoya,Aichi Prefectural University,education
0.6042111093167428,https://ror.org/03t78wx29,JP,Hiroshima,Hiroshima University,education
0.5991740714289714,https://ror.org/055yf1005,JP,Nagoya,Nagoya Institute of Technology,education
0.598845441436749,https://ror.org/028vxwa22,JP,Kyoto,Kyoto Prefectural University of Medicine,education
0.5976676760204322,https://ror.org/03xgh2v50,JP,Imizu,Toyama Prefectural University,education
0.5959079138264474,https://ror.org/020wjcq07,JP,Tokyo,Shibaura Institute of Technology,education
0.5912863483349486,https://ror.org/03zyp6p76,JP,Yokohama,Yokohama National University,education
0.5851728713672572,https://ror.org/02skfsw40,JP,Osaka,Osaka City University,education
0.5515601325833985,https://ror.org/048nxq511,JP,Tokyo,Tokyo University of Marine Science and Technology,education
0.5514302850110614,https://ror.org/03kjjhe36,JP,Tokyo,Tokyo Women's Medical University,education
0.5391081904654192,https://ror.org/04ww21r56,JP,Niigata,Niigata University,education
0.5217728818422731,https://ror.org/02hwp6a56,JP,Kanazawa,Kanazawa University,education
0.500000099643363,https://ror.org/00y809n33,JP,Tokyo,Tokyo University of the Arts,education
0.4893319475978012,https://ror.org/02cf1je33,JP,Sakai,Osaka Prefecture University,education
0.48494039823880986,https://ror.org/03rd0p893,JP,Tokyo,Tokyo Metropolitan Institute of Gerontology,facility
0.46408564383487316,https://ror.org/04h42fc75,JP,Nagoya,Meijo University,education
0.4582293763191381,https://ror.org/04rymkk69,JP,Muroran,Muroran Institute of Technology,education
0.44545017001356874,https://ror.org/01w6wtk13,JP,Shizuoka,Shizuoka University,education
0.4384074018028583,https://ror.org/00xy44n04,JP,Yamagata,Yamagata University,education
0.43300368277460277,https://ror.org/04cd75h10,JP,Morioka,Iwate University,education
0.43044970844927055,https://ror.org/0135d1r83,JP,Yokohama,Yokohama City University,education
0.4152546495455375,https://ror.org/046fm7598,JP,Maebashi,Gunma University,education
0.4136147976858643,https://ror.org/037s2db26,JP,Tokyo,Gakushuin University,education
0.389474474911498,https://ror.org/01529vy56,JP,Tsu,Mie University,education
0.3736800883675011,https://ror.org/02qf2tx24,JP,Nishinomiya,Kwansei Gakuin University,education
0.37224732549395695,https://ror.org/05b1kx621,JP,Akita,Akita Prefectural University,education
0.36728283802455547,https://ror.org/01692sz90,JP,Tokyo,Juntendo University,education
0.3660946601889299,https://ror.org/01v1m2411,JP,Kyoto,The Ritsumeikan Trust,education
0.36266170884391624,https://ror.org/05wks2t16,JP,Kitami,Kitami Institute of Technology,education
0.35566185337750994,https://ror.org/04rvw0k47,JP,Shizuoka,University of Shizuoka,education
0.355444767756491,https://ror.org/017hkng22,JP,Matsuyama,Ehime University,education
0.3534458666613075,https://ror.org/04ezg6d83,JP,Toyohashi,Toyohashi University of Technology,education
0.3331250124193573,https://ror.org/044vy1d05,JP,Tokushima,Tokushima University,education
0.3301619721577713,https://ror.org/03ss88z23,JP,Kagoshima,Kagoshima University,education
0.32815759946115597,https://ror.org/04wn7wc95,JP,Nagoya,Nagoya City University,education
0.3265808004391042,https://ror.org/02278tr80,JP,Kitakyushu,Kyushu Institute of Technology,education
0.3224197356573336,https://ror.org/04jqj7p05,JP,Tokyo,Hitotsubashi University,education
0.32173874272208697,https://ror.org/03xg1f311,JP,Suita,Kansai University,education
0.31973876869619366,https://ror.org/01wc2tq75,JP,Tokyo,Kogakuin University,education
0.31350093311597854,https://ror.org/00bx6dj65,JP,Tokyo,Hosei University,education
0.3069504776029682,https://ror.org/059x21724,JP,Kōfu,University of Yamanashi,education
0.29627876943516684,https://ror.org/01xxp6985,JP,Kochi,Kōchi University,education
0.28388597824880213,https://ror.org/00f2txz25,JP,Tokyo,Kitasato University,education
0.2822131091653794,https://ror.org/00krab219,JP,Tokyo,Nippon Medical School,education
0.2822131091653794,https://ror.org/00ndx3g44,JP,Hamamatsu,Hamamatsu University School of Medicine,education
0.2822131091653794,https://ror.org/00vq1d511,JP,Fukuroi,Shizuoka Institute of Science and Technology,education
0.2822131091653794,https://ror.org/00vya8493,JP,Tokyo,Tokyo Metropolitan Institute of Medical Science,facility
0.2822131091653794,https://ror.org/018nb9n34,JP,Tokyo,IHI Corporation (Japan),company
0.2822131091653794,https://ror.org/01kmg3290,JP,Fukui-shi,University of Fukui Hospital,healthcare
0.2822131091653794,https://ror.org/027mg2511,JP,Tokyo,Tsuda University,education
0.2822131091653794,https://ror.org/02p6jga18,JP,Kyoto,Doshisha Women's College of Liberal Arts,education
0.2822131091653794,https://ror.org/030qq9y73,JP,Hachinohe,Hachinohe National College of Technology,education
0.2822131091653794,https://ror.org/039aamd19,JP,Saitama,Nihon Pharmaceutical University,education
0.2822131091653794,https://ror.org/03jzxkg37,JP,Tokyo,Senshu University,education
0.2822131091653794,https://ror.org/03sf6p593,JP,Tokyo,Showa Women's University,education
0.2822131091653794,https://ror.org/044mkdq33,JP,Tokyo,Ajinomoto (Japan),company
0.2822131091653794,https://ror.org/04wn7d698,JP,Tokyo,Showa University Hospital,healthcare
0.2822131091653794,https://ror.org/0586k5242,JP,Tokyo,Kirin (Japan),company
0.2822131091653794,https://ror.org/05k27ay38,JP,Mibu,Dokkyo Medical University,education
0.279848798283069,https://ror.org/0244rem06,JP,Matsumoto,Shinshu University,education
0.2760362767388896,https://ror.org/02e2wvy23,JP,Kyoto,Kyoto Tachibana University,education
0.2697448991620069,https://ror.org/03wkbyb17,JP,Takizawa,Morioka University,education
0.2695091591123969,https://ror.org/01ytgve10,JP,Kyoto,Kyoto Pharmaceutical University,education
0.2695091591123969,https://ror.org/00dnbtf70,JP,Niigata,Niigata University of Pharmacy and Applied Life Sciences,education
0.2695091591123969,https://ror.org/011xca688,JP,Himeji,Himeji Dokkyo University,education
0.2695091591123969,https://ror.org/016epqy31,JP,Kashiwara-shi,Kansai University of Welfare Sciences,education
0.2695091591123969,https://ror.org/01s8tz949,JP,Tokyo,Japan Broadcasting Corporation (Japan),company
0.2695091591123969,https://ror.org/02bwkwm60,JP,Hiroshima,Hiroshima Institute of Technology,education
0.2695091591123969,https://ror.org/036vt3264,JP,Kokubunji,Railway Technical Research Institute,facility
0.2695091591123969,https://ror.org/038e2g226,JP,Minato,Fujitsu (Japan),company
0.2695091591123969,https://ror.org/044bdx604,JP,Chiba,Tokyo University of Information Sciences,education
0.2625524080936098,https://ror.org/0151bmh98,JP,Kobe,University of Hyogo,education
0.25454379320250153,https://ror.org/01mrvbd33,JP,Tokyo,Hoshi University,education
0.25135470178742253,https://ror.org/01p7qe739,JP,Tokyo,Tokai University,education
0.24557130657694967,https://ror.org/02wxcdf69,JP,Tokyo,National Maritime Research Institute,facility
0.24557130657694967,https://ror.org/056bksm23,JP,Neyagawa,Osaka Electro-Communication University,education
0.24549238886093708,https://ror.org/010b0td06,JP,Ishikawa,Komatsu University,education
0.24147210169325634,https://ror.org/03hv1ad10,JP,Akita,Akita University,education
0.2404359971924011,https://ror.org/03mfefw72,JP,Kitakyushu,The University of Kitakyushu,education
0.2402924291257339,https://ror.org/02ws33e43,JP,Nonoichi,Kanazawa Institute of Technology,education
0.2350242046560396,https://ror.org/0055k7a87,JP,Kawasaki,New Energy and Industrial Technology Development Organization,education
0.2350242046560396,https://ror.org/00k5j5c86,JP,Tokyo,Tokyo Medical University,education
0.2350242046560396,https://ror.org/016t1kc57,JP,Tokyo,Kao Corporation (Japan),company
0.22465948505351857,https://ror.org/05r26zf79,JP,Yokosuka,Port and Airport Research Institute,other
0.2216463973294548,https://ror.org/04f4wg107,JP,Saga,Saga University,education
0.2191414539095512,https://ror.org/05sj3n476,JP,Tokyo,Tokyo University of Science,education
0.20858546196896155,https://ror.org/01cg0k189,JP,Tokyo,International Christian University,education
0.20857724951133372,https://ror.org/00nthvx56,JP,Miki,Kansai University of International Studies,education
0.20857724951133372,https://ror.org/020sa1s57,JP,Aomori,Aomori University of Health and Welfare,education
0.20857724951133372,https://ror.org/0210pwe06,JP,Nara-shi,Tezukayama University,education
0.20857724951133372,https://ror.org/03bwsp312,JP,Kobe,Kobe Shoin Women's University,education
0.20857724951133372,https://ror.org/04g11bp59,JP,Osaka,Osaka University of Economics,education
0.20857724951133372,https://ror.org/05qs31q25,JP,Osaka,Kyoto University Research Reactor Institute,education
0.20205467624054438,https://ror.org/04ajrmg05,JP,Nagoya,Chukyo University,education
0.20157430087912662,https://ror.org/05szw2z23,JP,Hakodate,Future University Hakodate,education
0.19934857606221215,https://ror.org/04gpcyk21,JP,Tokyo,Japan Women's University,education
0.19688131694084277,https://ror.org/00ktqrd38,JP,Kyoto,Kyoto Prefectural University,education
0.19076078380658315,https://ror.org/0445phv87,JP,Toyama,University of Toyama,education
0.18671394576449482,https://ror.org/01jaaym28,JP,Matsue,Shimane University,education
0.18204840495903185,https://ror.org/02syg0q74,JP,Hirosaki,Hirosaki University,education
0.17918273949974356,https://ror.org/05jk51a88,JP,Tokyo,Nihon University,education
0.16502285521175483,https://ror.org/05bx1gz93,JP,Utsunomiya,Utsunomiya University,education
0.15697849903981145,https://ror.org/04j7mzp05,JP,Takamatsu,Kagawa University,education
0.1535493825046548,https://ror.org/02hcx7n63,JP,Tokyo,Toho University,education
0.14992430176070748,https://ror.org/059yhyy33,JP,Tokyo,Japan Aerospace Exploration Agency,facility
0.14765683714819436,https://ror.org/012tqgb57,JP,Kyoto,Ryukoku University,education
0.14763881446841184,https://ror.org/02rqvrp93,JP,Tokyo,Meiji University,education
0.14651919835098945,https://ror.org/041jswc25,JP,Tokyo,Central Research Institute of Electric Power Industry,nonprofit
0.14420755625489912,https://ror.org/02sps0775,JP,Kasugai,Chubu University,education
0.13448865683654218,https://ror.org/020pjpv69,JP,Yokohama,Toin University of Yokohama,education
0.13442659249155825,https://ror.org/053h75930,JP,Tokyo,Bunkyo University,education
0.13442659249155825,https://ror.org/05xe40a72,JP,Kobe,Foundation for Biomedical Research and Innovation,healthcare
0.13425463427049433,https://ror.org/018wp0236,JP,Tokyo,Asahi Kasei (Japan),company
0.13425463427049433,https://ror.org/02cntp233,JP,Nagoya,Daido University,education
0.13425463427049433,https://ror.org/02e4qbj88,JP,Saitama,National Defense Medical College,education
0.13425463427049433,https://ror.org/03a2hf118,JP,Matsumoto,Shinshu University Hospital,healthcare
0.13425463427049433,https://ror.org/04vgkzj18,JP,Ami,Ibaraki Prefectural University of Health Sciences,education
0.1245890380914552,https://ror.org/01vvhy971,JP,Hikone,Shiga University,education
